time,torque_command,torque_feedback,motor_speed,dc_bus_voltage,dc_bus_current,control_board_temperature,hot_spot_temperature,motor_temperature
1697352617.35,56.1,69.6,1159,278.7,24.5,38.4,35,40.7
1697352617.36,56.1,69.6,1159,278.7,24.5,38.4,35,40.7
1697352617.37,56.1,69.6,1159,278.7,24.5,38.4,35,40.7
1697352617.38,56.1,69.6,1159,278.7,24.5,38.4,35,40.7
1697352617.39,56.1,69.6,1159,278.7,24.5,38.4,35,40.7
1697352617.4,56.1,69.6,1159,278.7,24.5,38.4,35,40.7
1697352617.41,28.4,36,1148,281.7,24.5,38.4,35,40.7
1697352617.42,28.4,36,1148,281.7,24.5,38.4,35,40.7
1697352617.43,28.4,36,1148,281.7,24.5,38.4,35,40.7
1697352617.44,8.4,18.7,927,283.1,24.5,38.8,35,40.7
1697352617.45,2.2,11,855,283.3,-0.2,38.8,35,40.7
1697352617.46,2.2,9.5,844,283.4,-0.2,38.8,35,40.7
1697352617.47,1.9,1.9,757,283.5,-0.2,38.8,35,40.7
1697352617.48,4.4,0.1,725,283.3,-0.5,38.7,35,40.7
1697352617.49,8.4,-2.6,682,283.2,-0.5,38.7,35,40.7
1697352617.5,14.1,-2.9,697,283.1,-0.3,38.8,35,40.7
1697352617.51,20.4,-1.4,840,282.7,-0.3,38.8,35,40.7
1697352617.52,28.1,-0.1,933,282.2,3.6,38.8,35,40.7
1697352617.53,36.1,4.4,1138,281.3,3.6,38.8,35,40.7
1697352617.54,44.6,10.9,1274,280,18.1,38.8,35,40.7
1697352617.55,52.7,16.6,1360,279,18.1,38.8,35,40.7
1697352617.56,60,23.2,1447,277.6,37,38.8,35,40.7
1697352617.57,62.1,32.1,1586,276.5,37,38.8,35,40.7
1697352617.58,64,38.4,1599,276.5,37,38.7,35,40.7
1697352617.59,66.1,44.4,1485,276.7,47.3,38.7,35,40.7
1697352617.6,68,51.8,1201,277.8,47.3,38.7,35,40.7
1697352617.61,68,51.8,1201,277.8,35.2,38.7,35,40.7
1697352617.62,72,59.8,991,277.7,35.2,38.7,35,41.1
1697352617.63,74.1,64.3,1009,277.3,37.7,38.7,35,41.1
